대여소,상태,주소,위도,경도
고려사대부속중고 건너편,운영중,서울특별시 성북구 보국문로29길 23 성북구 정릉동 966-1,37.607262,127.00283799999998
정릉동 교통광장,운영중,서울특별시 성북구 솔샘로17길 8 정릉동 746-2,37.612774,127.00653100000001
길음역 3번출구 뒤,운영중,서울특별시 성북구 동소문로 248 동소문로248,37.603085,127.02478799999999
종암사거리 분수대,운영중,서울특별시 성북구 종암로 147 성북구 하월곡동 104-134,37.603043,127.033272
창천문화공원,운영중,서울특별시 서대문구 연세로5나길 19 53-47,37.556789,126.935883
LG베스트샵 종암점,운영중,서울특별시 성북구 종암로 88 성북구 종암동 15-7,37.599284999999995,127.034622
국민은행 종암동지점 앞,운영중,서울특별시 성북구 종암로3길 37-2 성북구 종암동 12-33,37.593288,127.036667
래미안라센트아파트 103동 앞,운영중,서울특별시 성북구 종암로3길 37-2 성북구 종암동 12-33,37.598068,127.039276
월곡역 입구 육교 밑,운영중,서울특별시 성북구 월곡로 지하 107 성북구 종암동 113-10,37.600433,127.04020700000001
상월곡역 4번출구,운영중,서울특별시 성북구 화랑로 148 성북구 상월곡동 산7-1,37.605808,127.04773700000001
상월곡역 1번출구,운영중,서울특별시 성북구 화랑로 지하 157 성북구 상월곡동 35-9,37.606068,127.04731799999999
상월곡역 3번출구,운영중,서울특별시 성북구 화랑로 지하 157 성북구 상월곡동 26-1,37.607341999999996,127.05068200000001
월곡역 3번출구,운영중,서울특별시 성북구 월곡로 지하 107 성북구 하월곡동 37-4,37.602627000000005,127.041634
해담는다리,운영중,서울특별시 서대문구 불광천길 150 345-27,37.582031,126.908997
석계역 5번출구 건너편,운영중,서울특별시 노원구 화랑로 지하 347-1 성북구 석관동 134-4,37.613556,127.066093
석관초등학교 앞,운영중,서울특별시 성북구 돌곶이로22길 21 성북구 석관동 202-3,37.610523,127.059799
석관동주민센터 앞,운영중,서울특별시 성북구 화랑로 296 성북구 석관동 384-2,37.612999,127.06131
성북3교 위,운영중,서울특별시 성북구 보문로 192 성북3교 위,37.591251,127.014008
돈암성당 옆,운영중,서울특별시 성북구 인촌로7길 120 돈암성당 옆,37.590382,127.01713600000001
용문2교 옆,운영중,서울특별시 성북구 인촌로7길 24 용문2교 옆,37.586899,127.020752
삼성전자서비스 성북센터,운영중,서울특별시 성북구 월계로 28 삼성전자서비스 성북센터,37.610569,127.03350800000001
연세로 명물길,운영중,서울특별시 서대문구 명물길 33 31-69,37.557891999999995,126.93808
광운초등학교 앞,운영중,서울특별시 성북구 한천로 693 광운초등학교 앞,37.61956,127.053802
성북쉼터 앞,운영중,서울특별시 성북구 성북로21길 32 성북쉼터 앞,37.592617,126.997932
한성대7번출구 앞,운영중,서울특별시 성북구 동소문로 11 한성대7번출구 앞,37.589249,127.007378
아리랑시네센터 앞,운영중,서울특별시 성북구 아리랑로 82 아리랑시네센터 앞,37.600288,127.013702
길음8골어린이공원 옆,운영중,서울특별시 성북구 길음로13길 22 길음8골어린이공원 옆,37.608978,127.020248
길음래미안아파트817동 상가 앞,운영중,서울특별시 성북구 길음로 33 길음래미안아파트817동 상가 앞,37.607105,127.0215
성북제일새마을금고 본점 앞,운영중,서울특별시 성북구 길음로 20 성북제일새마을금고 본점 앞,37.604752000000005,127.02275800000001
월계2교 버스정류장 앞,운영중,서울특별시 성북구 한천로101길 18 월계2교 버스정유장 앞,37.623829,127.050201
명물길 원형무대 앞,운영중,서울특별시 서대문구 명물길 33 31-69,37.559101,126.939178
안암2교 옆,운영중,서울특별시 성북구 안암로 17 SK제삼주유소 앞,37.579449,127.024193
e 편한세상 보문아파트 내,운영중,서울특별시 성북구 낙산길 255 e 편한세상 보문아파트 내,37.583881,127.01709699999999
금호어울림센터힐 내,운영중,서울특별시 성북구 동소문로34길 73 금호어울림센터힐 내,37.60083,127.023552
고려대학교 2번출구,운영중,서울특별시 성북구 종암로 지하 1 고려대학교 2번출구,37.590714,127.036194
보문2교,운영중,서울특별시 성북구 보문로30길 29 보문2교,37.588699,127.01891299999998
북한산보국문역,운영중,서울특별시 성북구 보국문로 91 북한산보국문역,37.612072,127.008133
정릉도서관 앞,운영중,서울특별시 성북구 보국문로 7-10 정릉도서관 앞,37.60479,127.010582
장위뉴타운 꿈에 숲 코오롱 하늘채 앞,운영중,서울특별시 성북구 월계로 172 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,37.619801,127.045097
대흥동 주민센터,운영중,서울특별시 마포구 신촌로26길 10 1-83,37.556003999999994,126.942299
정릉역,운영중,서울특별시 성북구 정릉로 272 정릉역,37.603096,127.013504
홍익중고 입구,운영중,서울특별시 성북구 성북로14가길 23 홍익중고 입구,37.592842,127.002121
보문역6번출구 앞,운영중,서울특별시 성북구 보문로 112-2 보문역6번출구 앞,37.585097999999995,127.019676
보문4교 인근,운영중,서울특별시 성북구 보문로22길 28 보문4교 인근,37.583752000000004,127.02195
성북동 치안센터 앞,운영중,서울특별시 성북구 성북로 25 성북동 치안센터 앞,37.590171999999995,127.004089
선잠단지 앞,운영중,서울특별시 성북구 성북로 102-10 선잠단지 앞,37.593361,126.99909199999999
일신초등학교 옆,운영중,서울특별시 성북구 월곡로 74 일신초등학교 옆,37.59972,127.04038200000001
길음문화복합미디어센터,운영중,서울특별시 성북구 길음로7길 20 길음문화복합미디어센터,37.603512,127.02256000000001
성신여대입구 교차로,운영중,서울특별시 성북구 보문로34길 87 성신여대입구 교차로,37.59148,127.020103
미아사거리,운영중,서울특별시 성북구 동소문로 327 미아사거리,37.609131,127.030029
NH농협 신촌지점 앞,운영중,서울특별시 서대문구 연세로2다길 58 60-11,37.556812,126.943184
복자사랑 피정의 집,운영중,서울특별시 성북구 성북로 132-4 복자사랑 피정의 집,37.59454,126.995209
KEB은행 고대점,운영중,서울특별시 성북구 인촌로 113 KEB은행 고대점,37.586559,127.03196000000001
성북구보건소 건너편,운영중,서울특별시 성북구 화랑로 63 성북구보건소 건너편,37.602290999999994,127.038979
신촌동 제1공영주차장 앞,운영중,서울특별시 서대문구 증가로 264 342-14,37.559177000000005,126.934525
연세대 정문 건너편,운영중,서울특별시 서대문구 연세로 42 76-25,37.559795,126.93447900000001
이화여대 후문,운영중,서울특별시 서대문구 연세로 50-1 89-4,37.560009,126.940735
극동늘푸른아파트,운영중,서울특별시 중랑구 동일로 941 중랑구 묵동 189-2,37.614738,127.07636299999999
금란주차장 앞,운영중,서울특별시 중랑구 망우로 448 금란주차장 앞,37.600071,127.102333
중화빌딩 앞 (동부시장),운영중,서울특별시 중랑구 망우로 211 중화빌딩,37.59425,127.076576
동일로 지하차도,운영중,서울특별시 중랑구 망우로 233 중랑구 중화동 211-3,37.595299,127.080032
망우역 1번출구,운영중,서울특별시 중랑구 망우로55길 11-10 망우역 1번출구,37.599098,127.092949
망우청소년수련관,운영중,서울특별시 중랑구 송림길 156 망우청소년수련관,37.606251,127.10826899999999
먹골역 1번출구 뒤,운영중,서울특별시 중랑구 공릉로 12 중랑구 묵동 189-4,37.611511,127.07788799999999
먹골역 6번출구 앞,운영중,서울특별시 중랑구 동일로 지하 901 먹골역 6번출구 앞,37.610721999999996,127.077477
연대 대운동장 옆,운영중,서울특별시 서대문구 연세로 50 27,37.562382,126.932648
면목 대원칸타빌아파트,운영중,서울특별시 중랑구 용마산로 285 581 번지,37.577782,127.09018700000001
상봉시장앞 교차로 한성빌딩 앞,운영중,서울특별시 중랑구 면목로 456 중랑구 면목동 282-4,37.592541,127.086739
면목초등학교,운영중,서울특별시 중랑구 면목로 434 면목초등학교,37.590961,127.08706699999999
봉화산역 5번출구 뒤,운영중,서울특별시 중랑구 신내로 지하 232 봉화산역 5번출구 뒤,37.617561,127.090309
사가정역 1번출구,운영중,서울특별시 중랑구 사가정로 지하 393 중랑구 면목동 495,37.581646,127.08843200000001
상봉역 3번출구,운영중,서울특별시 중랑구 면목로 480 중랑구 상봉동 160-22,37.595219,127.085999
새솔초등학교,운영중,서울특별시 중랑구 신내역로1길 164 새솔초등학교,37.617989,127.110542
아현역 4번출구 앞,운영중,서울특별시 마포구 아현동 329-15 아현역 4번출구 앞,37.557201,126.955666
신내어울공원 앞,운영중,서울특별시 중랑구 신내로16길 17 신내어울공원 앞,37.614231,127.096764
신내역 4번출구,운영중,서울특별시 중랑구 신내로 지하 232 신내역 4번출구,37.612460999999996,127.103378
신내우디안아파트 1단지,운영중,서울특별시 중랑구 신내역로 213 신내우디안아파트 1단지,37.620098,127.10646100000001
양원역 2번출구,운영중,서울특별시 중랑구 송림길 147 양원역 2번출구,37.606312,127.10774199999999
용마문화복지센터,운영중,서울특별시 중랑구 용마산로86길 9-27 용마문화복지센터,37.58746,127.09597
면목도시개발아파트 1동 앞,운영중,서울특별시 중랑구 용마산로 지하 227 면목도시개발아파트 1동 앞,37.573589,127.086823
용마산역 1번출구,운영중,서울특별시 중랑구 용마산로 지하 227 중랑구 면목동 1381,37.574298999999996,127.086914
원묵고등학교,운영중,서울특별시 중랑구 숙선옹주로 66 중랑구 묵동 20-3,37.616023999999996,127.085968
장안중학교,운영중,서울특별시 중랑구 동일로 778 동일로 778,37.599957,127.08000200000001
공덕역 2번출구,운영중,서울특별시 마포구 공덕동 257-88 공덕역 2번출구,37.544579,126.95021799999999
중랑구청,운영중,서울특별시 중랑구 봉화산로 179 중랑구 신내동 662-1,37.606152,127.092598
중랑구청 사거리,운영중,서울특별시 중랑구 봉화산로 194 중랑구 신내동 561,37.606499,127.095451
중화역 2번출구,운영중,서울특별시 중랑구 동일로 지하 797 중랑구 중화동 50-3,37.602077,127.079582
홈플러스 면목동점,운영중,서울특별시 중랑구 사가정로 332 홈플러스 면목동점,37.579868,127.08236699999999
능산삼거리,운영중,서울특별시 중랑구 용마산로 644 능산삼거리,37.608681,127.100792
영풍마드레빌,운영중,서울특별시 중랑구 용마산로129가길 41 영풍마드레빌,37.605881,127.100632
늘푸른공원 앞,운영중,서울특별시 중랑구 동일로 594 늘푸른공원 앞,37.583420000000004,127.079926
홈플러스 신내점 앞,운영중,서울특별시 중랑구 신내로 지하 232 홈플러스 신내점 앞,37.616169,127.093483
공덕역 8번출구,운영중,서울특별시 마포구 공덕동 438-5 공덕역 8번출구,37.543579,126.951324
하나은행 면목지점,운영중,서울특별시 중랑구 동일로 628 하나은행,37.586372,127.08006999999999
신내능말공원,운영중,서울특별시 중랑구 용마산로136길 33 신내능말공원,37.616710999999995,127.11073300000001
(구)신한은행 중랑교지점,운영중,서울특별시 중화동 50-8 (구)신한은행 중랑교지점,37.598591,127.079819
구립망우청소년독서실,운영중,서울특별시 중랑구 망우동 534-23 구립망우청소년독서실,37.59552,127.098778
면목4치안센터,운영중,서울특별시 면목동 646-4 면목4치안센터,37.574028000000006,127.08054399999999
용마지구대,운영중,서울특별시 면목동 197-5 용마지구대,37.579941,127.079399
중랑전화국 교차로,운영중,서울특별시 중랑구 면목동 282-8 중랑전화국 교차로,37.591301,127.08033
면목역 3번출구,운영중,서울특별시 면목동 120-2 면목역 3번출구,37.588902000000004,127.08728
코스트코 상봉점,운영중,서울특별시 상봉동 160-3 코스트코 상봉점,37.597321,127.089798
상봉역 1번출구,운영중,서울특별시 중랑구 망우로 297 상봉역 1번출구,37.596558,127.085838
공덕역 5번출구,운영중,서울특별시 마포구 공덕동 237-9 공덕역 5번출구,37.54425,126.951637
화랑대역 7번출구,운영중,서울특별시 노원구 화랑로 지하 510 화랑대역 7번출구,37.619625,127.08501399999999
